Predicted_gap (scaled),Predicted_Lc (scaled)
0.29943055,0.44029245
0.29767743,0.43535867
0.2960537,0.43091485
0.29516044,0.42901817
0.29466337,0.42844018
0.29417253,0.42790678
0.29367638,0.42736754
0.2931653,0.42679283
0.2926236,0.4260238
0.2920526,0.4250948
0.2914668,0.42411187
0.29089093,0.42318147
0.29034942,0.4224087
0.28987065,0.421885
0.28945407,0.42161092
0.28908634,0.42154258
0.28875315,0.42161563
0.28845933,0.42199355
0.28817222,0.42259026
0.28710783,0.42012236
0.28597808,0.41738877
0.2849356,0.41535363
0.28402185,0.4140445
0.282788,0.41140413
0.28128466,0.40726766
0.2795478,0.40198228
0.27779683,0.39665422
0.2771689,0.3961086
0.27648744,0.39530727
0.2757301,0.394378
0.27460814,0.39211154
0.2733991,0.38946053
0.27216125,0.38668546
0.27089024,0.38378468
0.26958334,0.38075855
0.2682343,0.37758434
0.26684168,0.37425855
0.26539904,0.37075606
0.26390943,0.3671415
0.26240507,0.36343536
0.2608834,0.35968024
0.25983962,0.3579532
0.25902393,0.35725445
0.25817692,0.3564269
0.25740072,0.35587078
0.25666055,0.35613415
0.2559206,0.35665348
0.25514185,0.3570374
0.25428414,0.35713738
0.2532445,0.35677573
0.2517494,0.35498267
0.24976993,0.3512273
0.24906771,0.35284945
0.2487939,0.3562915
0.24847353,0.3595591
0.24811682,0.3626825
0.2479322,0.365392
0.24781324,0.36793536
0.24764313,0.3703474
0.24743623,0.3727127
0.24713185,0.37490007
0.24690264,0.37737283
0.24688235,0.38094598
0.24670324,0.38453263
0.24639753,0.38784105
0.24615657,0.39075467
0.24602589,0.39311406
0.24587242,0.39539376
0.24577928,0.39788166
0.24584724,0.400696
0.246106,0.4040034
0.2464065,0.40750384
0.24647605,0.4102544
0.24626811,0.41208193
0.24593456,0.41346657
0.24523562,0.413445
0.24400938,0.41129312
0.2427662,0.40849867
0.2413654,0.40530598
0.240145,0.40290558
0.23892435,0.40053114
0.23770168,0.39816192
0.23731893,0.39875534
0.2370848,0.39990088
0.23688236,0.40115687
0.23669368,0.40245613
0.23679438,0.4047821
0.23683023,0.4070582
0.23676318,0.40898228
0.23657115,0.41044453
0.23581506,0.40969104
0.23483792,0.40813744
0.23366372,0.40608206
0.23245345,0.40389255
0.23123422,0.40167642
0.23003794,0.3996575
0.22887155,0.39767393
0.22771052,0.3956616
0.22652891,0.3935655
0.22531934,0.39132917
0.22407964,0.38894805
0.22280502,0.38641578
0.22154552,0.38402924
0.22020048,0.38144475
0.2187605,0.37866285
0.21726294,0.3757228
0.2157057,0.3726092
0.21503165,0.3730007
0.21432558,0.3733506
0.21358517,0.37366167
0.33646858,0.045276992
0.3355626,0.046120122
0.33464235,0.046978272
0.33370996,0.04784806
0.3327669,0.04872492
0.3318152,0.049604945
0.33080414,0.050560713
0.32975936,0.051552974
0.32871175,0.052536868
0.327663,0.053507037
0.32661527,0.054459624
0.3255704,0.055391505
0.32450387,0.05628451
0.32343435,0.057163104
0.3223616,0.058031626
0.3212831,0.058893867
0.32019672,0.05975338
0.31921178,0.06047537
0.31826037,0.061136685
0.3173796,0.06184391
0.3165403,0.06257715
0.31568837,0.06329955
0.314826,0.06400939
0.31395766,0.064705156
0.31308758,0.06538463
0.31222004,0.06604592
0.31139356,0.06663758
0.31065336,0.067094214
0.3099152,0.067535125
0.30917582,0.06796147
0.30843183,0.06837473
0.30792254,0.06968499
0.3076337,0.071848854
0.3073315,0.07399726
0.30723467,0.076964565
0.3075102,0.08138947
0.30776298,0.085783385
0.30800426,0.09011945
0.30833334,0.09423561
0.3086401,0.09826045
0.30892387,0.1021693
0.3091846,0.10593855
0.30941457,0.10953558
0.30959558,0.11291335
0.30975872,0.11593543
0.30985752,0.118605494
0.30987582,0.12100147
0.3098054,0.123102345
0.30966103,0.12500492
0.30948386,0.12680756
0.30931094,0.1286167
0.3091816,0.13055941
0.3091183,0.13270757
0.3090842,0.13493738
0.30952036,0.13899061
0.3099958,0.14320344
0.31041485,0.14702713
0.31095055,0.15149257
0.31131786,0.1559234
0.3115847,0.16003682
0.31178367,0.163955
0.31194875,0.16780746
0.31210542,0.17166612
0.31234577,0.176022
0.31290793,0.18189505
0.31339186,0.18745345
0.31373823,0.19246648
0.31392074,0.19681796
0.31395465,0.20058107
0.313865,0.20387623
0.3136745,0.20684123
0.3139158,0.211588
0.31411374,0.216236
0.31424785,0.2207672
0.3142749,0.2251027
0.31429258,0.22943917
0.31431,0.23379916
0.31433368,0.23819575
0.31433856,0.24252456
0.31428954,0.24664482
0.3142668,0.25035408
0.31433564,0.25368795
0.31426597,0.25649482
0.31435555,0.25994894
0.31463873,0.26419622
0.31477815,0.2679694
0.31503698,0.27156574
0.3154614,0.27567074
0.31584895,0.2796799
0.31615126,0.28358918
0.31616184,0.28681237
0.3160207,0.28935272
0.31575716,0.2912849
0.31559205,0.29341084
0.31530157,0.2948578
0.31492066,0.29590476
0.31462646,0.29683763
0.31471244,0.2993389
0.3148496,0.30208963
0.3153499,0.30679485
0.3158505,0.31147474
0.31661156,0.31729013
0.3174577,0.32363015
0.3181072,0.32899612
0.3185761,0.3335241
0.3188942,0.3373296
0.31926,0.34155235
0.3198456,0.34726742
0.32027948,0.35240242
0.3205012,0.35692534
0.32064512,0.36142454
0.3208415,0.36651587
0.320982,0.37136742
0.32102922,0.3766854
0.3208646,0.38077816
0.32035422,0.38278237
0.31962368,0.3836821
0.31862453,0.38321915
0.3177607,0.38378662
0.31725496,0.38631067
0.31684303,0.38929555
0.3172661,0.39642492
0.31808373,0.4048173
0.3189199,0.41308007
0.31970748,0.421122
0.32026958,0.4283522
0.32076022,0.43575636
0.32047844,0.43934602
0.31990564,0.44156554
0.31950837,0.44475213
0.31967512,0.4508362
0.31979638,0.45679578
0.31993464,0.462882
0.32024747,0.46913138
0.3208262,0.4757603
0.32202667,0.48441204
0.32365435,0.49469724
0.32462752,0.5024127
0.32498333,0.50733525
0.32401967,0.50640714
0.32256538,0.50341624
0.32068443,0.4986517
0.3186872,0.49345562
0.3165835,0.48766053
0.31451723,0.48201284
0.31283012,0.4776292
0.31106007,0.4729385
0.3092387,0.46805996
0.30743337,0.46321976
0.3060199,0.45961452
0.30459088,0.45596206
0.30313492,0.45222184
0.3016544,0.4483611
0.30013627,0.44435388
0.29858646,0.44024953
0.2972608,0.4369878
0.29658952,0.43600896
0.29625043,0.4361606
0.29594854,0.43649286
0.2956802,0.4369788
0.29545978,0.437582
0.29529414,0.43828946
0.29515928,0.43911472
0.2950488,0.4400243
0.29494858,0.44096205
0.29481626,0.441762
0.29462898,0.44234505
0.29483706,0.4446809
0.29487926,0.44645432
0.29473957,0.44771597
0.2944166,0.44824025
0.2939247,0.44812965
0.29319173,0.44754252
0.29200715,0.44493455
0.28967834,0.4373133
0.28736606,0.4297747
0.28573126,0.42473486
0.28405693,0.41952696
0.28234908,0.41418773
0.2806033,0.40870777
0.27879876,0.40300158
0.2781879,0.40241012
0.27755076,0.40187863
0.27681053,0.40126365
0.2760201,0.4004729
0.2750133,0.39879653
0.27381343,0.3963185
0.27265602,0.39401558
0.27158684,0.39206615
0.2706285,0.39053902
0.26977178,0.38927597
0.2689507,0.38821578
0.2681184,0.38717088
0.26721394,0.38585034
0.266199,0.38409433
0.26507026,0.38189647
0.26369765,0.3787199
0.26215142,0.3749539
0.2612093,0.37464014
0.26021072,0.37422124
0.25917274,0.3736581
0.25803626,0.372922
0.25676915,0.3720217
0.25522247,0.36992547
0.25341743,0.36670622
0.25289944,0.36883053
0.25281572,0.37276766
0.25255975,0.3760158
0.25212818,0.3780585
0.25145295,0.37872458
0.25065887,0.3786035
0.24969333,0.37788913
0.24868117,0.37702253
0.24766487,0.3764788
0.2468878,0.3768377
0.24677855,0.37990576
0.24676436,0.38404417
0.24685088,0.38870147
0.24706998,0.39339367
0.24750459,0.39766535
0.24785316,0.40163726
0.24813779,0.40536204
0.24836026,0.40864977
0.2484863,0.4117258
0.24862967,0.41481462
0.24870421,0.4177858
0.2483383,0.41913772
0.24797682,0.4205145
0.24758625,0.42177716
0.24666518,0.42080584
0.24594757,0.41988772
0.24548359,0.42004427
0.24494474,0.4199129
0.24426505,0.4192479
0.2433175,0.41769126
0.24206334,0.41513774
0.24067299,0.412109
0.24007711,0.41188842
0.23941007,0.41142148
0.23862992,0.4106586
0.23806134,0.41070095
0.23778936,0.4118413
0.23749582,0.41291508
0.23698403,0.41310257
0.23606732,0.4117494
0.23501113,0.41005856
0.23393098,0.40825775
0.23282039,0.40633258
0.23169148,0.40443596
0.23052487,0.4024228
0.22934836,0.40027168
0.22812657,0.3979691
0.2268425,0.39548442
0.22550005,0.39281029
0.2240938,0.38995597
0.34232578,0.043284245
0.3415274,0.043726794
0.34059754,0.044162206
0.3396181,0.04461944
0.3384377,0.04532492
0.3372476,0.046033062
0.33624965,0.046884574
0.33534387,0.04780092
0.3344347,0.048707493
0.33352306,0.04959879
0.33261043,0.050470643
0.3316527,0.051383756
0.33066088,0.052323565
0.3296666,0.05324716
0.32866806,0.05416023
0.32766327,0.05506838
0.3266503,0.05597637
0.32562673,0.056862704
0.324567,0.057752214
0.32349315,0.058640487
0.32240307,0.05952581
0.32129544,0.060407422
0.32043803,0.06207241
0.31973243,0.063586764
0.3189839,0.06495235
0.31824636,0.06619408
0.3175667,0.06733705
0.31685734,0.06833557
0.3161198,0.069210924
0.31535724,0.06998985
0.3145718,0.07069562
0.31376547,0.07135121
0.312962,0.0719349
0.31222078,0.072347485
0.31145197,0.07271012
0.31082824,0.0736795
0.31051028,0.0758661
0.31015772,0.077985264
0.31027925,0.08193111
0.3105452,0.08642572
0.31078452,0.09079055
0.31100145,0.09501084
0.31118184,0.099030234
0.31132758,0.10265834
0.31141502,0.10574699
0.311618,0.10916429
0.31177118,0.11239166
0.31181943,0.11526109
0.31179583,0.11788485
0.311737,0.120386
0.31173846,0.12277549
0.31179002,0.12526324
0.31189582,0.12793079
0.31203872,0.1307171
0.31219807,0.13355044
0.31231987,0.13624166
0.31236768,0.13870513
0.3123302,0.14087501
0.312405,0.14351779
0.3127612,0.14729968
0.31307098,0.15094425
0.3134101,0.15472612
0.31418574,0.15993404
0.31496924,0.16508499
0.31556806,0.17006364
0.3159658,0.1747312
0.31624904,0.1789324
0.3163941,0.18256143
0.3165866,0.18638083
0.31691366,0.19075662
0.31714118,0.1947676
0.31728888,0.1985741
0.3174354,0.20267251
0.31755447,0.20673272
0.31765762,0.21079123
0.31774864,0.21490073
0.31811434,0.22026607
0.31878892,0.22685045
0.31977838,0.23468208
0.32087833,0.24301827
0.321839,0.25077748
0.3224603,0.25742182
0.3228109,0.26295143
0.322909,0.26745483
0.3228109,0.27118772
0.32268053,0.27435485
0.32258734,0.2772159
0.32216847,0.27922976
0.32219213,0.28317478
0.32220072,0.28698194
0.32204226,0.2900549
0.32165352,0.29207724
0.32097164,0.29273614
0.32021362,0.29220116
0.31964487,0.29236293
0.3193698,0.29405737
0.3190602,0.29561123
0.31877124,0.29728097
0.31867766,0.29977724
0.31881076,0.30321792
0.31892818,0.3066307
0.31903362,0.30984342
0.3190539,0.3127304
0.3192643,0.31599078
0.32002583,0.3219887
0.32093054,0.3288556
0.32195097,0.33620992
0.32279035,0.34270176
0.3235408,0.34852
0.32418513,0.35377198
0.32476047,0.35860047
0.3252715,0.36324024
0.32570404,0.36783043
0.32652614,0.37532654
0.3273098,0.382704
0.32795283,0.38940737
0.32872838,0.39678642
0.32928458,0.40307066
0.3290758,0.4062083
0.3283698,0.40742373
0.3274345,0.40779445
0.32589108,0.40451983
0.32464263,0.40262058
0.3234337,0.4009027
0.32216376,0.3988723
0.32138807,0.39984414
0.3205126,0.40034822
0.3201841,0.40362504
0.32102758,0.4123403
0.3221061,0.42185268
0.32309255,0.4309387
0.32389218,0.4390803
0.32460812,0.44729623
0.32457843,0.45190486
0.32455838,0.45652568
0.3247702,0.46231517
0.32572624,0.47190213
0.32667893,0.48110956
0.32771093,0.48981038
0.3286302,0.4980367
0.3293022,0.5055223
0.329892,0.51291424
0.33035302,0.5194242
0.330425,0.52339745
0.3301885,0.5255963
0.32931587,0.5242075
0.3281021,0.52111584
0.3267303,0.51750046
0.32456127,0.511575
0.32233298,0.5054084
0.3201144,0.49906546
0.317844,0.49253994
0.31552774,0.48586872
0.3138943,0.4816568
0.3123402,0.4777932
0.31076896,0.4739047
0.30917716,0.4699765
0.3078953,0.46701595
0.3067094,0.46440834
0.30551845,0.46180573
0.3043419,0.45927188
0.30320248,0.45688245
0.30212954,0.45476183
0.30115,0.45301017
0.3006213,0.45284846
0.30054128,0.45409694
0.30058873,0.45568177
0.30054736,0.45691168
0.30062914,0.4587166
0.30079195,0.46084905
0.30078387,0.46226308
0.30062205,0.46303627
0.30032462,0.46323058
0.29991105,0.46291444
0.29940286,0.46217233
0.29881874,0.46112245
0.29821885,0.4602141
0.29758894,0.45922476
0.29695925,0.4582539
0.29632062,0.45735708
0.29562283,0.45650408
0.29487452,0.455707
0.29409522,0.4548098
0.2927131,0.45097283
0.29026517,0.44261605
0.28810066,0.43544865
0.2863438,0.42998216
0.28464004,0.4247352
0.2830512,0.41995868
0.28162864,0.41586348
0.28091407,0.41476798
0.2807091,0.41605633
0.2804709,0.41742215
0.28020364,0.4186885
0.27987683,0.4197394
0.27948034,0.42053375
0.27904034,0.42101386
0.2783419,0.4204295
0.2773317,0.41858384
0.27620316,0.41627455
0.2750049,0.41380647
0.27376473,0.41117126
0.27252,0.40850547
0.27132234,0.4060008
0.27019966,0.40376088
0.26864898,0.39972252
0.26631764,0.3927283
0.2646924,0.38935855
0.26358965,0.38828105
0.2622167,0.3862706
0.26049107,0.38332623
0.25860292,0.3797523
0.25600693,0.3732718
0.25343928,0.3669034
0.25190526,0.36482462
0.25145662,0.3672501
0.25110227,0.37005112
0.25081527,0.37294152
0.25063533,0.37538865
0.25053337,0.37781492
0.25032228,0.3799205
0.25002563,0.3817331
0.24959001,0.38330758
0.24905083,0.38458905
0.24844134,0.38572255
0.24833247,0.3895909
0.24826433,0.39376584
0.24842075,0.39810306
0.24888155,0.40256342
0.24939454,0.40720135
0.2499124,0.41176292
0.25040525,0.41616657
0.25085425,0.42042205
0.25122237,0.42440802
0.25142345,0.427884
0.2514807,0.4308183
0.2511598,0.43226817
0.25052148,0.4324939
0.24928775,0.43014884
0.24818864,0.4278153
0.24716362,0.4258457
0.24609815,0.4237289
0.24499747,0.42147493
0.24385118,0.4190635
0.24255258,0.41631255
0.2412194,0.41341344
0.24046887,0.41256425
0.23996952,0.4125907
0.23934005,0.41222754
0.2386066,0.41153386
0.23823899,0.412199
0.237907,0.41303495
0.23751514,0.4137006
0.23679349,0.41309762
0.23566547,0.41117644
0.34733397,0.041760713
0.34652755,0.042137563
0.34578437,0.042640753
0.345034,0.043153144
0.34429508,0.043725528
0.343605,0.044464096
0.34290546,0.04518994
0.34207308,0.045871355
0.34119913,0.04651217
0.34019363,0.04725483
0.33908808,0.048042417
0.3379656,0.048761062
0.33696842,0.04971326
0.33617237,0.050784595
0.33535087,0.05178088
0.33451045,0.052731
0.33365485,0.05365468
0.33270967,0.05466096
0.33173954,0.055638544
0.33092427,0.057213314
0.3301761,0.059083812
0.32936323,0.060792454
0.32891047,0.06370076
0.32841244,0.06637513
0.3278246,0.06887065
0.32715616,0.07105272
0.32638586,0.07283569
0.32552177,0.074247085
0.32464567,0.07556912
0.3239328,0.07674696
0.32318276,0.07778967
0.32240382,0.07875419
0.32165527,0.07969866
0.3209497,0.080622055
0.3202048,0.081461005
0.31941462,0.08220504
0.31857184,0.082838155
0.31767935,0.083361305
0.3167489,0.08378368
0.3159209,0.08409521
0.3156217,0.086265214
0.3153121,0.088343024
0.31563208,0.09274774
0.3160287,0.0973953
0.3164245,0.10201712
0.3166658,0.106100135
0.3167105,0.10952047
0.31655282,0.11226865
0.31625357,0.114547476
0.3158821,0.11658586
0.31560698,0.118467115
0.3154046,0.12054284
0.31529817,0.12293669
0.31524003,0.12548396
0.31517386,0.12799191
0.3150405,0.1302572
0.3148989,0.13231573
0.31503403,0.13500643
0.3150953,0.13743491
0.3151029,0.13968608
0.31507605,0.1418423
0.3150349,0.14398849
0.3150158,0.14625873
0.3151412,0.14911675
0.31570634,0.15370566
0.3162068,0.15808593
0.31675985,0.1625723
0.317505,0.16761601
0.3181194,0.17213258
0.31865698,0.176197
0.31911862,0.17992947
0.3195145,0.18344258
0.31966078,0.18685022
0.31974533,0.1901991
0.3199349,0.1940439
0.3204412,0.19922829
0.32097885,0.20449623
0.32154983,0.20990425
0.3221295,0.2153444
0.32338938,0.22383821
0.3245935,0.23210627
0.32562274,0.23982239
0.3268417,0.2486166
0.32784513,0.2565439
0.32868844,0.26373
0.32945746,0.270498
0.33019313,0.27719668
0.33038816,0.28252825
0.33029538,0.28719193
0.3300706,0.29146454
0.3297675,0.29513726
0.32949364,0.29781777
0.32898027,0.2993767
0.32863843,0.3015718
0.32806432,0.3027031
0.32733685,0.3031387
0.3266042,0.30340225
0.3259207,0.30381346
0.3252744,0.30442244
0.32464164,0.3051314
0.32399714,0.30583742
0.32357275,0.30699214
0.32326815,0.30847096
0.32295826,0.3098894
0.32299677,0.3127788
0.32330897,0.31703487
0.3235101,0.3207979
0.32358682,0.3239909
0.32419157,0.32984227
0.32479715,0.33552197
0.3253441,0.3408353
0.3261206,0.3467087
0.32714736,0.3539203
0.32804394,0.36054918
0.32893008,0.36716434
0.32945818,0.37250146
0.3301146,0.37852684
0.33066207,0.38377202
0.3309906,0.38791358
0.33167118,0.3938694
0.33262056,0.40198338
0.3333677,0.40913615
0.33387747,0.41502926
0.334096,0.4194342
0.33418128,0.4231595
0.33385295,0.42483455
0.33332115,0.4258885
0.33254212,0.42670217
0.33172357,0.42768076
0.33065206,0.42691943
0.32936427,0.42484635
0.32796004,0.42217934
0.32674706,0.42069843
0.32576704,0.42062047
0.32551095,0.42399564
0.32662675,0.43333432
0.3276881,0.44241026
0.328712,0.45132127
0.32970232,0.4600994
0.33021793,0.4668558
0.3305939,0.4733822
0.3308609,0.4791699
0.33150208,0.48678562
0.33245885,0.49608427
0.33328173,0.50392723
0.33380294,0.51049715
0.33410287,0.5162667
0.33428124,0.5214712
0.3342588,0.52574855
0.33405027,0.52925354
0.33370823,0.53212273
0.3333774,0.5345886
0.33202463,0.53143406
0.33066854,0.5279919
0.32976672,0.5263668
0.32860872,0.52345735
0.32740998,0.5204353
0.32548475,0.5153593
0.3233806,0.5096202
0.3212562,0.50373244
0.31960273,0.49982005
0.31799674,0.49609053
0.31681606,0.4937651
0.31586337,0.49221638
0.31500715,0.49101254
0.31416634,0.48986062
0.31328392,0.48846185
0.31250805,0.487363
0.31164718,0.48598373
0.3106166,0.4840188
0.30980825,0.4830909
0.308798,0.4813658
0.30762485,0.47897622
0.30632567,0.47604445
0.30545712,0.47453925
0.3051712,0.4747338
0.30484116,0.47472146
0.30447298,0.4745482
0.30410022,0.47433868
0.3037477,0.47414926
0.30338222,0.47392014
0.30298644,0.47359875
0.30254504,0.4731212
0.3020504,0.47244
0.30150545,0.47160172
0.30096352,0.47101122
0.30042422,0.47048476
0.29993576,0.47018108
0.2994782,0.47020558
0.299108,0.47068015
0.29880822,0.47159725
0.29859075,0.47274843
0.29845658,0.47395697
0.2980455,0.47400013
0.29649812,0.4693388
0.2947591,0.463896
0.29349142,0.46042946
0.29216906,0.4567491
0.29069263,0.4524416
0.28906628,0.4475234
0.28733385,0.4421713
0.28618872,0.4394781
0.28574336,0.44006607
0.28532314,0.4407319
0.28497642,0.4414865
0.2846284,0.44221154
0.284208,0.44262987
0.28364158,0.44245425
0.28282902,0.4412873
0.28128886,0.43717596
0.2794461,0.43193814
0.27738172,0.42581323
0.27519515,0.4191992
0.27298835,0.41250572
0.27085727,0.40610698
0.2680252,0.39678666
0.26504603,0.38705614
0.26385298,0.38553575
0.26270908,0.38422543
0.26159102,0.38303608
0.26033595,0.38176718
0.25880226,0.3794892
0.25693166,0.37586817
0.25498083,0.37197414
0.25302052,0.36811316
0.25266504,0.37102994
0.25226083,0.37378618
0.25186628,0.37654555
0.25165004,0.37900296
0.25161397,0.38193366
0.25171676,0.3852677
0.25182456,0.3886771
0.2518992,0.39195207
0.2518139,0.39489225
0.2515473,0.39732483
0.25105697,0.3995398
0.25092286,0.4031439
0.25095043,0.4063616
0.25110275,0.40957353
0.25126058,0.4129649
0.2513669,0.41599765
0.25145134,0.41886115
0.25149956,0.4216024
0.25151455,0.42422652
0.25148356,0.4267548
0.25142825,0.42915735
0.2512112,0.43089226
0.25055915,0.43090245
0.24946658,0.42919898
0.24836078,0.42708537
0.24733123,0.42490584
0.24627736,0.42271873
0.24507216,0.4199882
0.24364159,0.41655496
0.2418902,0.41222706
0.35407385,0.04288985
0.3532005,0.043276668
0.35232413,0.043685205
0.35144186,0.044103913
0.35055175,0.04452335
0.34965158,0.04493375
0.34886873,0.045516305
0.3481679,0.046212874
0.34747928,0.04696033
0.34706122,0.048442334
0.34660643,0.049810834
0.34611037,0.051049285
0.34550276,0.05216237
0.34479946,0.053179413
0.34407592,0.054139517
0.34324363,0.05519165
0.34230986,0.05636064
0.3413662,0.05752536
0.34055126,0.0591626
0.34025353,0.06249646
0.34011146,0.06580928
0.33988744,0.06889915
0.33957314,0.071728736
0.3394822,0.075612135
0.33944643,0.07969693
0.33926272,0.08326959
0.33892825,0.086299464
0.33845142,0.08881459
0.33785656,0.090910554
0.3372578,0.09255827
0.33627915,0.09342598
0.33518696,0.093939625
0.3340407,0.094310336
0.3328335,0.09452928
0.33156365,0.09460314
0.33023977,0.094487414
0.329163,0.09465015
0.3280406,0.094724
0.3268738,0.09468558
0.3258214,0.094943054
0.3248975,0.095249504
0.32396093,0.09546244
0.3230092,0.09556549
0.3221839,0.096024744
0.3216434,0.09751227
0.3213167,0.09982131
0.32130167,0.103029184
0.32152137,0.10695163
0.32163844,0.11052244
0.3216986,0.113900386
0.32174873,0.117247544
0.32183298,0.120717146
0.321973,0.1243821
0.3221321,0.12810835
0.32226804,0.13174132
0.32233644,0.13511948
0.32222867,0.13786656
0.32214525,0.14027181
0.32198966,0.14236206
0.32174125,0.14415005
0.32143408,0.14577195
0.32110906,0.1473887
0.320814,0.14917804
0.32053262,0.15086645
0.32023054,0.15228552
0.31983507,0.1533612
0.3193159,0.15396228
0.31875187,0.15435442
0.31824958,0.15486932
0.31854117,0.15815017
0.31888473,0.16164039
0.31918877,0.16499534
0.3198414,0.16962948
0.32104087,0.17623654
0.3222049,0.18279599
0.32337207,0.18940073
0.32457733,0.19615999
0.3257673,0.20268586
0.3264861,0.20741984
0.32718626,0.21207684
0.3278826,0.2171368
0.32861882,0.22300768
0.32961673,0.23013681
0.33065045,0.23744422
0.33152175,0.244115
0.3322893,0.25047404
0.33303204,0.25680456
0.33381686,0.26337212
0.33479005,0.27087456
0.33602992,0.27972296
0.33633953,0.28582066
0.3363804,0.2908281
0.33617264,0.29470426
0.3357445,0.29746434
0.33515042,0.29939342
0.33443886,0.30073932
0.3338542,0.30279848
0.33332953,0.30509144
0.33301595,0.30734688
0.33280718,0.31008318
0.3327651,0.31350613
0.33265564,0.3166725
0.3325301,0.31983158
0.33237058,0.32289913
0.33215994,0.32576275
0.33194214,0.32840604
0.33161414,0.33051866
0.33123583,0.33251384
0.33068758,0.33369344
0.33003038,0.33432776
0.32974988,0.3357177
0.3298237,0.33851352
0.33000934,0.34178975
0.3308092,0.34810856
0.33213532,0.35708913
0.33297923,0.36383197
0.33352914,0.36923656
0.33352295,0.37206933
0.3332147,0.37338114
0.33358315,0.37793002
0.33384126,0.3817062
0.3338435,0.38464266
0.33374923,0.3871024
0.3335951,0.3892559
0.33338737,0.39114332
0.33341923,0.3942411
0.33433127,0.4013199
0.33522066,0.4081891
0.33619726,0.4158801
0.33732152,0.42485794
0.3383466,0.4333547
0.33913144,0.44062024
0.33977377,0.447139
0.34025484,0.4528691
0.34060177,0.45796174
0.3408323,0.46277115
0.3408962,0.46806845
0.34091163,0.47304732
0.34064358,0.4761606
0.34068134,0.48022327
0.3410374,0.48544762
0.34174216,0.49258348
0.34293985,0.5022953
0.34347993,0.5086006
0.34334826,0.5116862
0.34262884,0.5120426
0.34071973,0.5067612
0.3383911,0.49962333
0.3363434,0.4943047
0.33504894,0.4923673
0.3344127,0.49361405
0.33494654,0.50056374
0.33547637,0.5071621
0.33601275,0.5134847
0.33643258,0.51955277
0.3369113,0.52598417
0.3373381,0.5322427
0.33766145,0.5380805
0.33785838,0.5434354
0.33792913,0.5483918
0.3374944,0.5508798
0.33595207,0.5471886
0.33403105,0.5411493
0.3323698,0.53618735
0.3315268,0.53459936
0.33108503,0.5348424
0.3307835,0.53545797
0.33039808,0.5356723
0.3298526,0.5352642
0.32904655,0.533911
0.3274653,0.53021085
0.3260538,0.5273106
0.32454884,0.5240722
0.32312217,0.5209699
0.32187477,0.5183356
0.32056516,0.51547205
0.3191857,0.51229465
0.31782603,0.509029
0.31673366,0.5066814
0.31559107,0.5041499
0.31438068,0.50136733
0.31309462,0.49830797
0.31171682,0.49491146
0.3102318,0.49111927
0.30878925,0.48746565
0.3080365,0.48612705
0.3076662,0.48597753
0.30735424,0.48607513
0.307146,0.48660567
0.3070832,0.48767018
0.30713326,0.4891754
0.30725464,0.49098316
0.30741185,0.49294853
0.30757374,0.49494556
0.30773744,0.49720535
0.3078546,0.4993908
0.30791786,0.5014371
0.30786335,0.5032895
0.3077646,0.5049769
0.30763888,0.50648725
0.3075708,0.5077188
0.30748045,0.5088618
0.3073361,0.5100739
0.3071962,0.51130944
0.30613735,0.508594
0.30459276,0.5038108
0.30295384,0.49872175
0.30107296,0.49261373
0.299488,0.4877286
0.29755938,0.48140594
0.29525,0.47349402
0.29266274,0.46442372
0.28990054,0.45462582
0.2884411,0.45082662
0.28719985,0.4479033
0.28599966,0.44510862
0.28484812,0.44251502
0.28375348,0.44015548
0.28272945,0.43808648
0.28160083,0.43558198
0.28030515,0.43239078
0.27904212,0.42944738
0.2777472,0.42639276
0.27637607,0.42305204
0.27487344,0.41920492
0.27326167,0.4149424
0.27161548,0.4105513
0.268884,0.4017041
0.26650518,0.3952103
0.26570296,0.39535755
0.26495036,0.39587262
0.2640971,0.39639583
0.26275134,0.3948801
0.2613362,0.3930824
0.25979006,0.39075586
0.25807762,0.38776073
0.25640106,0.38494614
0.25612712,0.3880305
0.25576824,0.3905048
0.2553987,0.39224377
0.25495017,0.39370123
0.25450128,0.3949904
0.25406376,0.39616278
0.25357252,0.39715368
0.25306562,0.39805314
0.25250056,0.3989197
0.25186718,0.4001932
0.2514004,0.40222943
0.2512247,0.40538463
0.2512558,0.40797323
0.25128666,0.4104513
0.2513423,0.41324756
0.25131786,0.41563997
0.25121218,0.41768363
0.25100452,0.41939005
0.36225635,0.046719372
0.36112487,0.046636857
0.3599909,0.04656454
0.35891998,0.046605386
0.35791162,0.046754174
0.35710186,0.047264323
0.35632622,0.047837086
0.3555354,0.04838025
0.3548214,0.049195208
0.35426778,0.05055598
0.35367557,0.051810414
0.35304192,0.05294887
0.35237303,0.0539886
0.3516798,0.054961413
0.35117078,0.05618924
0.3508035,0.057854377
0.35063583,0.060172804
0.3505544,0.062639356
0.3503397,0.06507607
0.35023296,0.06799077
0.35047424,0.072225444
0.35103217,0.07751908
0.35134608,0.08278206
0.35148683,0.087605484
0.35147935,0.09195468
0.35168445,0.09700503
0.35205528,0.10228497
0.35243094,0.10707109
0.35265946,0.11135913
0.3527617,0.11528655
0.35243538,0.118058376
0.35187453,0.12006379
0.35126045,0.12191769
0.3505829,0.12359934
0.34983683,0.12510383
0.34901142,0.12640876
0.3482339,0.1273256
0.34727454,0.12809893
0.34616214,0.12870829
0.34496987,0.12907213
